,CrashId,Fatal Case Status,lat,lon,DOT Case Number,Date Of Crash,Time of Crash,Crash Severity,Crash Severity Text Format,Most Severe Injury,Most Severe Injury Text Format,Number Of Motor Vehicles,Route Class Text Format,Milemarker,Road Number,Road Description,Roadway Name,Intersecting Roadway Name,Landmark Description,Distance From Nearest Landmark,Unit Of Measure From Nearest Landmark,Direction From Nearest Landmark,Weather Condition,Weather Condition Text Format,Light Condition,Light Condition Text Format,Road Surface Condition,Road Surface Condition Text Format,Average Daily Traffic,Trafficway Class Text Format,full_date
6474,807890,1,41.336242,-72.935288,3310986,4/16/21,15:56:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.05,142,DIXWELL AV,DIXWELL AV NO 1,,Alling St,15,Feet,S,4,Rain,1,Daylight,2,Wet,,"Trafficway, On Road",4/16/21 15:56
1057,804858,1,41.34583,-72.934063,3308951,4/17/21,13:10:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,5.7,10,CT-10,10-N,,Putnam Ave,200,Feet,S,1,Clear,1,Daylight,1,Dry,24700,"Trafficway, On Road",4/17/21 13:10
1708,804304,1,41.374212,-72.916053,3308397,4/17/21,13:11:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.87,10,CT-10,10-N,,SKIFF ST,20,Feet,S,1,Clear,1,Daylight,1,Dry,22000,"Trafficway, On Road",4/17/21 13:11
1709,804305,1,41.3734,-72.91648,3308398,4/17/21,13:12:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.81,10,CT-10,10-N,,Skiff St,400,Feet,S,1,Clear,1,Daylight,1,Dry,22000,"Trafficway, On Road",4/17/21 13:12
696,804357,1,41.414604,-72.902402,3308450,4/17/21,15:55:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,11.22,10,CT-10,10-N,,Sherman Avenue,20,Feet,N,1,Clear,1,Daylight,1,Dry,25700,"Trafficway, On Road",4/17/21 15:55
6478,817367,1,41.337523,-72.935143,3320463,4/17/21,17:46:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.15,142,DIXWELL AV,DIXWELL AV NO 1,,Morse st,250,Feet,N,1,Clear,1,Daylight,1,Dry,,Non-trafficway,4/17/21 17:46
7313,804358,1,41.34614,-72.92282,3308451,4/17/21,18:08:00,A,"Injury of any type (Serious, Minor, Possible)",A,Suspected Serious Injury (A),1,Local,0.33,317,LEEDER HILL DR,LEEDER HILL DR,,Putnam Ave,1769,Feet,E,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/17/21 18:08
3740,804399,1,41.366704,-72.918085,3308492,4/17/21,23:18:00,O,Property Damage Only,O,No Apparent Injury (O),1,State,50.45,15,15-S,15-S,,Exit #60,1,TenthsofMile,N,1,Clear,4,Dark-Lighted,1,Dry,72600,"Trafficway, On Road",4/17/21 23:18
7006,807632,1,41.348682,-72.937536,3310728,4/18/21,11:05:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),3,Local,0.35,226,GORHAM AV,GORHAM AV,,Circular Ave,800,Feet,W,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/18/21 11:05
1929,807891,1,41.421211,-72.904781,3310987,4/18/21,12:15:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,11.7,10,CT-10,10-N,,West Woods Rd,400,Feet,N,1,Clear,1,Daylight,1,Dry,19000,"Trafficway, On Road",4/18/21 12:15
4592,804859,1,41.40158,-72.897635,3308952,4/18/21,12:57:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,3.08,40,40-N,40-N,10-N,,,,,1,Clear,1,Daylight,1,Dry,20600,"Trafficway, On Road",4/18/21 12:57
4206,805096,1,41.378241,-72.905292,3309189,4/18/21,16:22:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,0.17,15,15-S,15-S-122,,15-S ,45,Feet,N,1,Clear,1,Daylight,1,Dry,9700,"Trafficway, On Road",4/18/21 16:22
6863,804860,1,41.365693,-72.948776,3308953,4/19/21,6:17:00,O,Property Damage Only,O,No Apparent Injury (O),3,Local,1.1,212,GILBERT AV,GILBERT AV,,Benham St,895,Feet,S,1,Clear,6,Dark-Unknown Lighting,1,Dry,,"Trafficway, On Road",4/19/21 6:17
8980,804861,1,41.355916,-72.91137,3308954,4/19/21,15:31:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.64,548,WAITE ST,WAITE ST,,WHITNEY AVE,115,Feet,E,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/19/21 15:31
1864,804862,1,41.338823,-72.935198,3308955,4/19/21,17:22:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5.22,10,CT-10,10-N,,ARCH ST.,215,Feet,N,1,Clear,1,Daylight,1,Dry,21100,"Trafficway, On Road",4/19/21 17:22
8146,809150,1,41.34634,-72.91507,3312246,4/20/21,8:22:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.09,442,RALSTON AV,RALSTON AV,GLENDALE ST,,,,,2,Cloudy,1,Daylight,1,Dry,,"Trafficway, On Road",4/20/21 8:22
5877,807633,1,41.364491,-72.929247,3310729,4/20/21,13:42:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.3,42,BENHAM ST,BENHAM ST,MIX AV,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/20/21 13:42
8250,804863,1,41.341867,-72.921806,3308956,4/20/21,16:22:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.04,464,ROLFE RD,ROLFE RD,,Augur St.,200,Feet,S,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/20/21 16:22
1058,806139,1,41.3450139,-72.93444548,3309235,4/20/21,20:07:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5.64,10,CT-10,10-N,,WOODIN ST.,50,Feet,N,1,Clear,4,Dark-Lighted,1,Dry,24700,"Trafficway, On Road",4/20/21 20:07
1865,804864,1,41.343976,-72.934514,3308957,4/21/21,10:05:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5.58,10,CT-10,10-N,,THIRD ST,40,Feet,N,1,Clear,1,Daylight,1,Dry,21100,"Trafficway, On Road",4/21/21 10:05
4207,806803,1,41.378153,-72.905294,3309899,4/21/21,16:13:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.18,15,15-S,15-S-122,,Exit 61 off-ramp,200,Feet,S,4,Rain,1,Daylight,2,Wet,9700,"Trafficway, On Road",4/21/21 16:13
993,807892,1,41.409812,-72.900604,3310988,4/22/21,8:01:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,10.7,10,CT-10,10-N,EVERGREEN AV,,,,,1,Clear,1,Daylight,1,Dry,25200,"Trafficway, On Road",4/22/21 8:01
3954,813838,1,41.378093,-72.905304,3316934,4/22/21,9:32:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.46,15,15-S,15-S,,#61 Entrnce ramp,5,Feet,N,1,Clear,1,Daylight,1,Dry,68700,"Trafficway, On Road",4/22/21 9:32
3195,813839,1,41.383291,-72.896671,3316935,4/22/21,10:45:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,52.04,15,15-N,15-N,,Exit #62,1,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,72300,"Trafficway, On Road",4/22/21 10:45
4208,813840,1,41.378204,-72.905296,3316936,4/22/21,13:12:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.17,15,15-S,15-S-122,,#61 entrance ramp,1,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,9700,"Trafficway, On Road",4/22/21 13:12
1870,814220,1,41.338526,-72.935176,3317316,4/23/21,11:00:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5.2,10,CT-10,10-N,,ARCH ST,50,Feet,N,1,Clear,1,Daylight,1,Dry,21100,"Trafficway, On Road",4/23/21 11:00
7964,811851,1,41.3416,-72.947265,3314947,4/23/21,13:50:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,,,,PINE ROCK AV,PINE ROCK AVE,,PINE ROCK AVE.,1,TenthsofMile,W,1,Clear,1,Daylight,1,Dry,,Non-trafficway,4/23/21 13:50
3953,809426,1,41.378508,-72.904513,3312522,4/23/21,20:01:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.53,15,15-S,15-S,,Exit 61,5,Feet,S,1,Clear,5,Dark-Not Lighted,1,Dry,68700,"Trafficway, On Road",4/23/21 20:01
7636,807893,1,41.423433,-72.886154,3310989,4/24/21,1:37:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.47,375,MOUNT CARMEL AV,MOUNT CARMEL AV,,Outer Ridge Road,940,Feet,W,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, Not on Road",4/24/21 1:37
2105,807894,1,41.428005,-72.906147,3310990,4/24/21,17:47:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,12.17,10,CT-10,10-N,,TUTTLE AVE.,188,Feet,S,1,Clear,1,Daylight,1,Dry,17500,"Trafficway, On Road",4/24/21 17:47
1868,810890,1,41.346652,-72.933839,3313986,4/24/21,21:08:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5.56,10,CT-10,10-N,PUTNAM AV,,,,,1,Clear,4,Dark-Lighted,1,Dry,21100,"Trafficway, On Road",4/24/21 21:08
9149,809151,1,41.4197,-72.9221,3312247,4/25/21,17:39:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,1.82,655,WEST WOODS RD,WEST WOODS RD NO 2,,Shepard Ave,50,Feet,W,1,Clear,1,Daylight,1,Dry,,"Trafficway, Not on Road",4/25/21 17:39
5221,811852,1,41.375964,-72.904622,3314948,4/26/21,10:28:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,3.09,707,WHITNEY AV,707-N,,,,,,1,Clear,1,Daylight,1,Dry,12500,"Trafficway, On Road",4/26/21 10:28
6476,810865,1,41.337241,-72.935159,3313961,4/26/21,16:34:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.12,142,DIXWELL AV,DIXWELL AV NO 1,DUDLEY ST,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/26/21 16:34
3741,807851,1,41.37546196,-72.90861351,3310947,4/26/21,18:20:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.21,15,15-S,15-S,,Exit 60,10,TenthsofMile,N,1,Clear,1,Daylight,1,Dry,72600,"Trafficway, On Road",4/26/21 18:20
5058,809152,1,41.346024,-72.912455,3312248,4/27/21,1:02:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,0.94,707,WHITNEY AV,707-N,LAKE RD,,,,,1,Clear,4,Dark-Lighted,1,Dry,14300,"Trafficway, On Road",4/27/21 1:02
7390,807895,1,41.358955,-72.925478,3310991,4/27/21,14:10:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,1,352,MATHER ST,MATHER ST,,DIXWELL AVE,60,Feet,E,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/27/21 14:10
994,807896,1,41.404782,-72.898731,3310992,4/28/21,8:10:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,10.52,10,CT-10,10-N,,WOODRUFF ST,230,Feet,S,1,Clear,1,Daylight,1,Dry,25200,"Trafficway, On Road",4/28/21 8:10
7263,809153,1,41.350126,-72.918577,3312249,4/28/21,10:01:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.13,306,LAKE ST,LAKE ST,,Treadwell St,160,Feet,N,1,Clear,99,Unknown,1,Dry,,"Trafficway, On Road",4/28/21 10:01
6475,809795,1,41.336871,-72.935139,3312891,4/28/21,11:04:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,Local,0.1,142,DIXWELL AV,DIXWELL AV NO 1,,DUDLEY ST,75,Feet,S,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/28/21 11:04
1517,809154,1,41.353851,-72.929853,3312250,4/28/21,14:41:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.3,10,CT-10,10-N,,Treadwell St,70,Feet,S,1,Clear,1,Daylight,1,Dry,22600,"Trafficway, On Road",4/28/21 14:41
3297,813349,1,41.380294,-72.901174,3316445,4/28/21,15:35:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.74,15,15-N,15-N,,Exit 61,5,Feet,N,1,Clear,1,Daylight,1,Dry,67400,"Trafficway, On Road",4/28/21 15:35
8494,809155,1,41.404377,-72.923471,3312251,4/28/21,15:59:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,2.03,489,SHEPARD AV,SHEPARD AV,TIMBERWOOD TR,,,,N,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/28/21 15:59
6693,809156,1,41.338618,-72.940954,3312252,4/28/21,20:21:00,A,"Injury of any type (Serious, Minor, Possible)",A,Suspected Serious Injury (A),2,Local,0.02,176,FAIRVIEW AV,FAIRVIEW AV,,ARCH ST,90,Feet,N,4,Rain,4,Dark-Lighted,2,Wet,,"Trafficway, On Road",4/28/21 20:21
5676,809157,1,41.337044,-72.936375,3312253,4/29/21,12:55:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,Local,0.1,8,ALSTRUM ST,ALSTRUM ST,EASTON ST,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/29/21 12:55
6740,811853,1,41.361129,-72.940492,3314949,4/30/21,9:45:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.04,188,FIELD CREST LA,FIELD CREST LA,,LANE ST,230,Feet,E,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/30/21 9:45
365,814221,1,41.362664,-72.923763,3317317,4/30/21,16:00:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.8,10,CT-10,10-N,BENHAM ST,,,,,1,Clear,1,Daylight,1,Dry,31800,"Trafficway, On Road",4/30/21 16:00
4200,813849,1,41.36619839,-72.92361542,3316945,4/30/21,16:09:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,0.05,15,15-S,15-S-119,,Exit 60,2,TenthsofMile,N,1,Clear,1,Daylight,1,Dry,9700,"Trafficway, On Road",4/30/21 16:09
6300,809796,1,41.365988,-72.917016,3312892,4/30/21,16:12:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,Local,0.05,111,CONNOLLY PKWY,CONNOLLY PKWY,,Dixwell Ave,1,TenthsofMile,E,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/30/21 16:12
2409,809797,1,41.392238,-72.89754,3312893,4/30/21,17:13:00,O,Property Damage Only,O,No Apparent Injury (O),3,State,9.64,10,CT-10,10-N,,James St,10,Feet,N,1,Clear,1,Daylight,1,Dry,14700,"Trafficway, On Road",4/30/21 17:13
6766,809158,1,41.393824,-72.904393,3312254,4/30/21,17:40:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.38,196,FOREST ST,FOREST ST,EVERGREEN AV,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/30/21 17:40
6848,808249,1,41.340383,-72.937036,3311345,4/30/21,18:11:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.1,210,GEORGE ST,GEORGE ST,,Dixwell Avenue,300,Feet,E,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/30/21 18:11
9138,809159,1,41.419524,-72.920432,3312255,4/30/21,19:34:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.05,575,WEST WOODS RD,WEST WOODS RD NO 1,,SHEPARD AVE.,250,Feet,E,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",4/30/21 19:34
7752,809160,1,41.34632,-72.9352,3312256,5/1/21,0:31:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.08,396,NOTKINS ST,NOTKINS ST,,Helen St,143,Feet,S,1,Clear,5,Dark-Not Lighted,1,Dry,,"Trafficway, On Road",5/1/21 0:31
9202,809161,1,41.342532,-72.922187,3312257,5/1/21,10:33:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.01,593,WINNETT ST,WINNETT ST,,AUGUR ST,40,Feet,N,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",5/1/21 10:33
363,809162,1,41.36298,-72.92376,3312258,5/1/21,11:59:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,6.8,10,CT-10,10-N,BENHAM ST,,,,N,1,Clear,1,Daylight,1,Dry,31800,"Trafficway, On Road",5/1/21 11:59
122,827869,1,41.362922,-72.923742,3330962,5/1/21,12:13:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7,10,CT-10,10-N,,benham st,100,Feet,N,1,Clear,1,Daylight,1,Dry,38300,"Trafficway, On Road",5/1/21 12:13
1711,809163,1,41.369941,-72.918731,3312259,5/1/21,13:25:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.54,10,CT-10,10-N,,Skiff street,1835,Feet,S,1,Clear,1,Daylight,1,Dry,22000,"Trafficway, On Road",5/1/21 13:25
7855,815099,1,41.329661,-72.898859,3318195,5/1/21,13:35:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.01,414,PARK RD,PARK RD,,State Street,60,Feet,W,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",5/1/21 13:35
7163,810891,1,41.346493,-72.934048,3313987,5/1/21,17:38:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0,251,HELEN ST,HELEN ST,,Circular Avenue,30,Feet,W,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",5/1/21 17:38
8495,809660,1,41.411773,-72.921813,3312756,5/2/21,11:22:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,Local,2.56,489,SHEPARD AV,SHEPARD AV,,GATE WAY,50,Feet,S,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",5/2/21 11:22
8723,809798,1,41.37425,-72.915077,3312894,5/2/21,11:36:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.5,494,SKIFF ST,SKIFF ST,,Dixwell Avenue,200,Feet,E,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",5/2/21 11:36
8797,809799,1,41.374825,-72.916522,3312895,5/2/21,12:15:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.04,495,SKIFF ST EXT,SKIFF ST EXT,,DIXWELL AVENUE,190,Feet,W,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",5/2/21 12:15
6383,814222,1,41.34111,-72.93833,3317318,5/2/21,12:16:00,A,"Injury of any type (Serious, Minor, Possible)",A,Suspected Serious Injury (A),1,,99062,141,DIX ST,96 DIX ST,,Whiting Street,45,Feet,W,1,Clear,1,Daylight,1,Dry,,Non-trafficway,5/2/21 12:16
3677,809634,1,41.362629,-72.931403,3312730,5/2/21,12:25:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,49.66,15,15-S,15-S,,exit 60,6,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,77800,"Trafficway, On Road",5/2/21 12:25
9164,810892,1,41.364407,-72.923011,3313988,5/2/21,14:17:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.12,576,WEYBOSSET ST,WEYBOSSET ST,,dixwell,20,Feet,W,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",5/2/21 14:17
6601,810893,1,41.356023,-72.957239,3313989,5/2/21,14:54:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.01,169,ELIZABETH RD,ELIZABETH RD,,Jennifer Road,5,Feet,S,1,Clear,5,Dark-Not Lighted,99,Unknown,,"Trafficway, On Road",5/2/21 14:54
3423,809453,1,41.36552,-72.92323,3312549,5/2/21,17:36:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),5,State,0.13,15,15-N,15-N-220,,Exit 59,0.100000001,TenthsofMile,N,1,Clear,1,Daylight,1,Dry,9700,"Trafficway, On Road",5/2/21 17:36
4693,814223,1,41.329721,-72.898647,3317319,5/2/21,20:18:00,A,"Injury of any type (Serious, Minor, Possible)",A,Suspected Serious Injury (A),2,USRoute,1.13,5,US-5,5-N,PARK RD,,,,,1,Clear,4,Dark-Lighted,1,Dry,14400,"Trafficway, On Road",5/2/21 20:18
5971,814224,1,41.338322,-72.937911,3317320,5/2/21,22:00:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.18,52,BOWEN ST,BOWEN ST,10-N,,,,E,99,Unknown,99,Unknown,99,Unknown,,"Trafficway, On Road",5/2/21 22:00
7189,809800,1,41.340079,-72.950393,3312896,5/3/21,11:43:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.13,618,HIGH TOP CIR,HIGH TOP CIR WEST,,HIGH TOP CIR EAST,150,Feet,W,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",5/3/21 11:43
364,809801,1,41.362661,-72.9238,3312897,5/3/21,13:04:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.8,10,CT-10,10-N,BENHAM ST,,,,N,1,Clear,1,Daylight,1,Dry,31800,"Trafficway, On Road",5/3/21 13:04
6460,809802,1,41.33564886,-72.93501157,3312898,5/3/21,14:35:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,1.59,,DIXWELL AV,DIXWELL AV,DIXWELL AV NO 1,,,,S,4,Rain,1,Daylight,2,Wet,,"Trafficway, On Road",5/3/21 14:35
9315,810894,1,41.352684,-72.962621,3313990,5/3/21,21:10:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),1,Local,0.09,598,WOODIN ST,WOODIN ST,,Wintergreen Avenue,300,Feet,E,4,Rain,5,Dark-Not Lighted,2,Wet,,Non-trafficway,5/3/21 21:10
4890,809803,1,41.347633,-72.913005,3312899,5/4/21,16:30:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,1.06,707,WHITNEY AV,707-N,,Treadwell St,140,Feet,S,1,Clear,1,Daylight,1,Dry,17000,"Trafficway, On Road",5/4/21 16:30
1866,809804,1,41.340147,-72.935154,3312900,5/4/21,17:08:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5.31,10,CT-10,10-N,,George Street,50,Feet,S,1,Clear,1,Daylight,1,Dry,21100,"Trafficway, On Road",5/4/21 17:08
1869,811854,1,41.338914,-72.935189,3314950,5/4/21,17:54:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,5.23,10,CT-10,10-N,,Arch Street,200,Feet,N,1,Clear,1,Daylight,1,Dry,21100,"Trafficway, On Road",5/4/21 17:54
1867,809805,1,41.339821,-72.935167,3312901,5/5/21,10:58:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,5.28,10,CT-10,10-N,,PINE ST,75,Feet,N,4,Rain,1,Daylight,2,Wet,21100,"Trafficway, On Road",5/5/21 10:58
995,814225,1,41.41447,-72.90231,3317321,5/5/21,11:21:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,11.02,10,CT-10,10-N,SHERMAN AV NO 1,,,,,4,Rain,1,Daylight,2,Wet,25200,"Trafficway, On Road",5/5/21 11:21
698,811855,1,41.4147,-72.90231,3314951,5/5/21,12:11:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,11.22,10,CT-10,10-N,,SHERMAN AVE,25,Feet,N,4,Rain,1,Daylight,2,Wet,25700,"Trafficway, On Road",5/5/21 12:11
7391,809806,1,41.358567,-72.924582,3312902,5/5/21,17:36:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.95,352,MATHER ST,MATHER ST,,Dixwell Avenue,100,Feet,E,4,Rain,1,Daylight,2,Wet,,"Trafficway, On Road",5/5/21 17:36
6283,811856,1,41.3524,-72.93197,3314952,5/6/21,1:36:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),3,Local,0.16,110,CONCORD ST,CONCORD ST,,Dixwell Avenue,293,Feet,W,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",5/6/21 1:36
2996,813474,1,41.37445,-72.91583,3316570,5/6/21,9:25:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0,144,CT-10,DIXWELL AV NO 2 RT 10 NB,SKIFF ST,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",5/6/21 9:25
7856,815115,1,41.334195,-72.902005,3318211,5/6/21,14:16:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.42,414,PARK RD,PARK RD,FARM RD,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",5/6/21 14:16
697,809807,1,41.419684,-72.904154,3312903,5/6/21,16:43:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,11.59,10,CT-10,10-N,,MT. CARMEL AVE. ,300,Feet,S,1,Clear,1,Daylight,1,Dry,25700,"Trafficway, On Road",5/6/21 16:43
5060,811857,1,41.346024,-72.912455,3314953,5/6/21,20:47:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.94,707,WHITNEY AV,707-N,LAKE RD,,,,,1,Clear,3,Dusk,1,Dry,14300,"Trafficway, On Road",5/6/21 20:47
120,814226,1,41.363594,-72.923221,3317322,5/7/21,9:35:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.05,10,CT-10,10-N,,WHEELER ST,50,Feet,S,1,Clear,1,Daylight,1,Dry,38300,"Trafficway, On Road",5/7/21 9:35
7935,814227,1,41.349823,-72.94425,3317323,5/7/21,14:00:00,O,Property Damage Only,O,No Apparent Injury (O),3,Local,0.26,429,PINE ROCK AV,PINE ROCK AV NO 1,HELEN ST,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",5/7/21 14:00
5593,810896,1,41.374487,-72.915926,3313992,5/7/21,14:08:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,0.17,753,CT-10,753-S,SKIFF ST,,,,N,1,Clear,1,Daylight,1,Dry,15700,"Trafficway, On Road",5/7/21 14:08
3913,813355,1,41.379614,-72.902736,3316451,5/7/21,15:37:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.67,15,15-S,15-S,,Exit 61,1,TenthsofMile,N,1,Clear,1,Daylight,1,Dry,70900,"Trafficway, On Road",5/7/21 15:37
5324,814228,1,41.361402,-72.909317,3317324,5/7/21,16:58:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,2.06,707,WHITNEY AV,707-N,ELIHU ST,,,,,1,Clear,1,Daylight,1,Dry,11700,"Trafficway, On Road",5/7/21 16:58
8798,811555,1,41.37469,-72.91642,3314651,5/7/21,17:19:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.03,495,SKIFF ST EXT,SKIFF ST EXT,,Dixwell Avenue,90,Feet,W,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",5/7/21 17:19
5059,810897,1,41.34601,-72.912531,3313993,5/8/21,8:02:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.94,707,WHITNEY AV,707-N,PUTNAM AV,,,,,1,Clear,1,Daylight,1,Dry,14300,"Trafficway, On Road",5/8/21 8:02
1712,814230,1,41.373623,-72.916435,3317326,5/8/21,11:05:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.82,10,CT-10,10-N,,Skiff Street,250,Feet,S,1,Clear,1,Daylight,1,Dry,22000,"Trafficway, On Road",5/8/21 11:05
1713,817370,1,41.374487,-72.915926,3320466,5/8/21,20:16:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.89,10,CT-10,10-N,,Skiff Street ,15,Feet,N,1,Clear,4,Dark-Lighted,1,Dry,22000,"Trafficway, On Road",5/8/21 20:16
